flight_id,airline_code,flight_type,aircraft_type,arrival_airport,departure_airport,gate_type,scheduled_arrival_time,scheduled_departure_time,planned_turnaround_minutes,actual_on_block_time,unloading_start_delay_minutes,unloading_duration_minutes,loading_duration_minutes,fueling_duration_minutes,cleaning_duration_minutes,catering_duration_minutes,security_check_duration_minutes,cargo_weight_kg,cargo_volume_cbm,number_of_uld_containers,special_cargo_flag,hazardous_goods_flag,assigned_ground_crew_count,available_ground_crew_count,average_crew_experience_years,crew_utilization_percent,airport_congestion_index,gate_occupancy_percent,equipment_availability_percent,simultaneous_flights_at_terminal,weather_condition,visibility_km,wind_speed_kmh,weather_severity_score,maintenance_required_flag,maintenance_delay_minutes,aircraft_avg_turnaround_minutes,gate_avg_turnaround_minutes,airline_avg_turnaround_minutes,actual_turnaround_minutes,actual_off_block_time,turnaround_delay_minutes
FL000082,Emirates,International,B737,BOM,CCU,Contact,2024-02-05 12:00,2024-02-05 12:55,55,2024-02-05 11:50,6,19,11,12,16,7,8,6500,7.6,1,0,0,7,7,3.3,78.6,6,52.0,91.9,13,Cloudy,29.4,22.9,0.5,0,0,49.0,52.5,58.6,91,2024-02-05 13:21,36
FL000083,IndiGo,International,A320,DEL,HYD,Remote,2024-10-24 12:30,2024-10-24 13:26,56,2024-10-24 12:30,5,15,22,16,14,25,12,5830,5.2,1,1,0,10,10,6.0,89.3,3,30.0,92.7,4,Rain,5.0,40.2,3.9,0,0,40.2,42.1,74.1,129,2024-10-24 14:39,73
FL000084,AI,Domestic,B787,MAA,CCU,Contact,2024-01-23 07:45,2024-01-23 09:04,79,2024-01-23 07:55,1,31,39,39,27,15,8,16049,15.5,2,0,0,14,14,0.5,85.6,8,57.9,92.3,15,Clear,29.0,10.7,0.0,0,0,76.0,74.0,74.7,129,2024-01-23 10:04,50
FL000085,IndiGo,Domestic,A320,DEL,BLR,Remote,2024-03-09 10:45,2024-03-09 11:28,43,2024-03-09 11:04,0,24,20,27,18,8,5,5377,4.7,1,1,0,5,2,9.1,100.0,6,43.7,97.0,16,Cloudy,8.9,23.9,1.1,0,0,50.1,83.9,69.7,118,2024-03-09 13:02,75
FL000086,IndiGo,International,B737,LHR,ORD,Remote,2024-02-28 10:45,2024-02-28 11:50,65,2024-02-28 10:35,6,24,15,30,15,17,13,9086,10.6,1,0,0,8,7,11.0,96.8,7,55.5,99.8,13,Clear,16.8,27.5,0.0,0,0,44.9,60.0,65.0,128,2024-02-28 12:43,63
FL000087,Singapore,International,A320,MAA,BOM,Contact,2024-05-08 11:30,2024-05-08 12:31,61,2024-05-08 11:27,2,20,22,18,10,12,10,6967,8.2,1,0,0,7,5,7.3,100.0,10,82.9,74.1,19,Cloudy,13.1,3.3,1.4,0,0,48.4,82.9,56.8,96,2024-05-08 13:03,35
FL000088,Emirates,Domestic,A320,BLR,MAA,Remote,2024-04-06 19:45,2024-04-06 20:25,40,2024-04-06 20:14,11,16,17,20,15,12,5,8227,7.6,1,0,0,12,9,5.1,100.0,2,30.0,98.2,4,Clear,15.6,9.5,0.2,0,0,34.0,91.3,56.2,103,2024-04-06 21:57,63
FL000089,Lufthansa,International,B737,ORD,BLR,Contact,2024-10-01 13:00,2024-10-01 13:53,53,2024-10-01 13:06,0,17,22,11,12,21,7,8035,8.5,1,1,0,6,6,4.1,84.5,7,62.3,97.7,14,Cloudy,12.7,27.4,1.8,0,0,47.9,60.8,61.8,102,2024-10-01 14:48,49
FL000090,Vistara,Domestic,B737,HYD,DEL,Contact,2024-10-17 13:30,2024-10-17 14:21,51,2024-10-17 13:58,0,13,20,12,21,10,10,7041,6.8,1,1,0,10,10,4.8,86.7,2,30.0,92.6,5,Cloudy,12.6,18.0,1.9,0,0,50.4,77.4,50.8,83,2024-10-17 15:21,32
FL000091,AI,Domestic,B777,HYD,MAA,Remote,2024-02-07 06:15,2024-02-07 07:52,97,2024-02-07 06:33,12,30,29,33,29,22,7,14406,15.9,2,0,0,15,15,3.7,88.8,7,62.0,96.3,16,Rain,3.3,35.9,2.8,0,0,81.0,64.4,66.6,129,2024-02-07 08:42,32
FL000092,Qatar,Domestic,B777,HYD,CCU,Remote,2024-12-11 06:45,2024-12-11 08:19,94,2024-12-11 06:44,1,37,46,42,33,22,6,15663,16.9,2,1,1,15,15,9.7,90.3,3,32.5,91.1,6,Clear,18.8,16.5,0.0,0,0,101.5,51.9,50.6,180,2024-12-11 09:44,86
FL000093,Singapore,Domestic,B777,HYD,CCU,Contact,2024-03-02 14:15,2024-03-02 15:46,91,2024-03-02 14:30,1,35,43,45,25,23,5,16870,15.1,2,0,0,15,15,0.5,92.1,6,55.7,95.6,15,Clear,16.6,13.7,2.8,0,0,90.7,92.6,64.6,150,2024-03-02 17:00,59
FL000094,Vistara,International,A321,SIN,HYD,Remote,2024-03-06 10:00,2024-03-06 11:02,62,2024-03-06 10:24,0,25,30,31,15,23,15,5858,6.7,1,0,0,11,11,5.2,77.9,9,80.7,97.3,20,Fog,1.7,11.6,3.2,0,0,47.2,48.4,66.4,141,2024-03-06 12:45,79
FL000095,Singapore,International,B737,FRA,SIN,Contact,2024-12-24 17:45,2024-12-24 18:41,56,2024-12-24 17:47,2,8,12,28,17,11,7,10680,9.9,1,0,0,8,6,6.6,100.0,3,30.4,95.4,5,Clear,17.1,14.3,0.2,1,10,47.2,53.8,62.0,102,2024-12-24 19:29,46
FL000096,Vistara,Domestic,B737,BOM,BLR,Remote,2024-05-16 16:15,2024-05-16 16:55,40,2024-05-16 16:13,0,20,11,22,11,9,6,10674,10.0,1,0,0,6,6,4.6,81.8,6,54.2,98.9,16,Fog,2.4,16.7,5.1,0,0,46.5,73.5,69.6,90,2024-05-16 17:43,50
FL000097,Vistara,International,A321,BOM,BOM,Contact,2024-05-13 09:00,2024-05-13 10:01,61,2024-05-13 08:53,3,24,21,20,21,24,17,7550,6.1,1,0,0,9,9,4.0,87.7,3,30.0,97.3,8,Clear,14.3,10.9,1.8,0,0,46.4,63.1,72.8,113,2024-05-13 10:46,52
FL000098,SpiceJet,International,B737,HYD,DOH,Contact,2024-03-19 07:15,2024-03-19 08:12,57,2024-03-19 07:35,4,19,14,19,8,11,11,8877,10.5,1,0,0,6,5,6.3,100.0,2,30.0,98.8,6,Rain,6.6,22.9,3.9,0,0,40.4,84.7,69.7,101,2024-03-19 09:16,44
FL000099,AI,Domestic,A330,CCU,DEL,Contact,2024-05-27 18:15,2024-05-27 19:42,87,2024-05-27 18:36,1,27,34,37,24,16,8,13973,12.4,2,0,0,16,16,4.3,83.5,3,30.0,94.9,4,Rain,6.8,39.8,2.0,1,13,82.0,74.1,57.3,129,2024-05-27 20:45,42
FL000100,AI,Domestic,A320,HYD,CCU,Contact,2024-07-09 15:15,2024-07-09 16:07,52,2024-07-09 15:10,1,13,18,20,15,8,10,9780,10.5,1,1,0,7,7,8.1,87.7,9,72.3,98.0,19,Clear,23.4,10.9,0.9,0,0,48.9,62.1,70.2,98,2024-07-09 16:48,46
FL000101,AI,International,A350,FRA,MAA,Remote,2024-08-04 18:00,2024-08-04 19:48,108,2024-08-04 17:50,1,31,37,42,26,34,17,18080,16.7,2,0,0,15,15,4.4,90.5,3,30.0,96.2,6,Clear,26.1,11.5,0.0,0,0,84.2,76.6,78.0,157,2024-08-04 20:27,49
FL000102,Emirates,International,A320,SIN,LHR,Contact,2024-09-30 14:15,2024-09-30 15:18,63,2024-09-30 14:15,11,15,13,24,16,25,11,5184,5.7,1,0,0,7,4,4.8,100.0,1,30.0,99.4,3,Clear,27.3,19.7,0.0,0,0,41.8,71.9,66.8,111,2024-09-30 16:06,48
FL000103,IndiGo,International,A321,DXB,HYD,Contact,2024-03-18 20:30,2024-03-18 21:32,62,2024-03-18 20:34,5,17,18,25,16,20,12,11206,9.2,1,0,0,7,7,5.0,84.7,4,37.1,96.1,10,Rain,6.4,30.0,4.1,0,0,51.4,65.7,58.8,113,2024-03-18 22:27,51
FL000104,Vistara,Domestic,A321,DEL,HYD,Contact,2024-11-16 16:45,2024-11-16 17:31,46,2024-11-16 17:03,1,16,21,20,10,9,5,6924,5.6,1,0,0,6,6,8.3,81.5,3,30.0,95.2,5,Cloudy,14.7,28.0,0.5,0,0,53.9,64.3,79.5,72,2024-11-16 18:15,26
FL000105,Lufthansa,International,B737,BOM,MAA,Contact,2024-06-08 09:30,2024-06-08 10:36,66,2024-06-08 10:01,2,17,14,31,15,13,10,8702,10.0,1,0,0,10,10,3.6,96.2,6,45.1,97.9,13,Clear,25.5,2.7,0.2,0,0,39.5,66.9,98.6,97,2024-06-08 11:38,31
FL000106,IndiGo,Domestic,A320,DEL,HYD,Contact,2024-04-17 13:30,2024-04-17 14:10,40,2024-04-17 13:28,12,17,22,15,8,6,5,7370,7.9,1,0,0,10,10,3.9,78.4,3,30.0,85.7,9,Cloudy,19.2,21.6,0.3,0,0,48.3,60.4,69.0,79,2024-04-17 14:47,39
FL000107,SpiceJet,Domestic,A350,CCU,MAA,Contact,2024-10-05 11:00,2024-10-05 12:33,93,2024-10-05 11:32,0,36,49,28,30,17,8,17631,18.0,3,0,0,16,16,9.2,76.1,6,39.9,90.7,14,Clear,28.9,19.0,0.0,0,0,87.3,67.4,66.2,139,2024-10-05 13:51,46
FL000108,Singapore,Domestic,B787,BLR,HYD,Contact,2024-11-29 10:00,2024-11-29 11:28,88,2024-11-29 09:52,6,30,32,51,23,16,5,13442,15.3,2,1,0,16,13,11.2,100.0,8,55.7,95.0,16,Clear,24.6,13.2,0.9,0,0,75.0,75.5,59.2,163,2024-11-29 12:35,75
FL000109,IndiGo,Domestic,B777,BOM,CCU,Contact,2024-12-07 21:30,2024-12-07 23:08,98,2024-12-07 21:47,8,29,40,51,24,13,6,13844,15.2,2,0,0,12,12,3.8,81.0,9,68.4,98.9,21,Cloudy,18.4,7.1,0.0,0,0,94.1,63.2,62.4,154,2024-12-08 00:21,56
FL000110,AI,Domestic,B737,DEL,BLR,Contact,2024-01-18 15:00,2024-01-18 15:40,40,2024-01-18 15:26,1,19,16,37,14,17,8,7991,7.2,1,0,0,6,4,7.7,100.0,5,38.4,96.7,14,Clear,20.3,14.4,0.0,0,0,49.5,89.0,74.1,95,2024-01-18 17:01,55
FL000111,IndiGo,Domestic,A330,CCU,DEL,Contact,2024-10-26 18:30,2024-10-26 19:45,75,2024-10-26 18:23,0,27,30,48,23,13,8,14863,15.7,2,0,0,19,16,1.2,92.8,2,30.0,81.1,2,Clear,23.0,12.7,1.1,0,0,90.0,53.7,82.6,128,2024-10-26 20:31,53
FL000112,IndiGo,Domestic,B787,CCU,MAA,Remote,2024-09-26 11:45,2024-09-26 13:06,81,2024-09-26 11:37,0,31,36,52,30,17,10,13626,11.0,1,0,0,19,17,11.0,91.7,7,54.2,98.3,18,Clear,28.0,2.6,0.0,0,0,86.6,51.2,46.2,160,2024-09-26 14:17,79
FL000113,Lufthansa,International,B737,DEL,LHR,Contact,2024-03-23 18:00,2024-03-23 18:53,53,2024-03-23 18:10,0,14,24,19,15,25,17,7271,7.7,1,0,0,8,8,7.6,93.1,6,44.6,93.5,13,Clear,27.5,14.6,0.0,0,0,47.6,49.7,69.2,93,2024-03-23 19:43,40
FL000114,British,Domestic,B777,HYD,BOM,Contact,2024-03-19 12:15,2024-03-19 13:54,99,2024-03-19 12:39,0,36,46,40,27,22,8,16703,18.7,3,0,1,15,15,6.3,94.7,9,73.7,98.7,21,Cloudy,12.4,15.0,0.8,0,0,91.4,67.9,81.2,172,2024-03-19 15:31,73
FL000115,Emirates,Domestic,B737,BLR,DEL,Contact,2024-06-15 11:30,2024-06-15 12:11,41,2024-06-15 11:35,1,15,15,19,11,9,7,9419,9.2,1,0,0,6,5,3.1,100.0,3,30.0,93.1,10,Clear,30.0,8.0,0.7,0,0,42.0,46.8,59.9,70,2024-06-15 12:45,29
FL000116,Lufthansa,Domestic,B737,BOM,HYD,Remote,2024-05-30 15:00,2024-05-30 15:41,41,2024-05-30 15:21,4,27,21,17,11,10,10,8893,8.5,1,1,0,11,11,6.6,83.4,6,41.4,89.2,16,Clear,8.4,20.8,0.0,0,0,43.8,70.9,64.3,104,2024-05-30 17:05,63
FL000117,British,Domestic,A321,MAA,BOM,Contact,2024-09-16 14:15,2024-09-16 15:07,52,2024-09-16 14:33,1,22,32,20,11,9,7,9947,9.5,1,0,0,9,9,4.6,81.6,3,30.1,94.1,4,Cloudy,13.9,5.8,0.4,0,0,48.0,42.4,92.0,88,2024-09-16 16:01,36
FL000118,IndiGo,International,B737,CCU,SIN,Contact,2024-03-15 12:30,2024-03-15 13:27,57,2024-03-15 12:20,1,16,19,15,17,21,12,6199,5.0,1,0,0,7,7,5.3,81.1,10,77.6,94.0,19,Clear,28.8,11.9,0.0,0,0,46.7,66.9,75.3,98,2024-03-15 13:58,41
FL000119,Lufthansa,Domestic,A320,DEL,MAA,Remote,2024-07-16 06:30,2024-07-16 07:13,43,2024-07-16 06:38,5,12,31,20,20,7,8,7880,7.0,1,1,0,10,7,4.2,100.0,2,30.0,95.1,4,Clear,19.7,12.1,0.9,0,0,42.5,47.0,91.6,118,2024-07-16 08:36,75
FL000120,Vistara,International,A321,HYD,LHR,Contact,2024-06-14 14:00,2024-06-14 15:02,62,2024-06-14 14:22,2,22,17,40,13,12,6,10358,8.5,1,0,0,7,7,6.4,91.2,6,56.3,91.6,12,Fog,2.8,7.2,5.2,1,15,57.8,81.3,58.0,132,2024-06-14 16:34,70
FL000121,British,Domestic,B777,CCU,BLR,Contact,2024-04-11 14:45,2024-04-11 16:17,92,2024-04-11 14:40,1,32,30,35,38,28,5,15211,16.2,2,1,1,17,17,7.3,80.0,1,30.0,88.0,2,Rain,6.3,28.5,2.9,0,0,91.3,53.2,58.3,155,2024-04-11 17:15,63
FL000122,Lufthansa,Domestic,A330,HYD,BLR,Contact,2024-08-03 11:30,2024-08-03 12:58,88,2024-08-03 11:28,2,24,44,47,26,17,6,15578,15.5,2,0,1,10,10,5.1,82.6,6,52.7,89.1,13,Cloudy,29.9,16.4,1.1,0,0,80.6,30.0,56.1,156,2024-08-03 14:04,68
FL000123,IndiGo,International,A330,HYD,FRA,Remote,2024-02-26 11:00,2024-02-26 12:48,108,2024-02-26 11:25,2,30,37,38,25,35,12,14680,14.1,2,0,0,13,13,8.4,82.2,6,46.2,91.3,12,Cloudy,24.2,13.3,1.9,0,0,81.3,69.8,81.3,173,2024-02-26 14:18,65
FL000124,AI,International,B737,MAA,LHR,Contact,2024-08-28 07:00,2024-08-28 07:58,58,2024-08-28 07:05,1,16,18,18,15,20,15,7422,8.3,1,0,0,9,9,0.5,92.7,3,30.0,96.1,4,Clear,11.8,18.3,0.2,0,0,42.1,87.7,71.6,99,2024-08-28 08:44,41
FL000125,IndiGo,Domestic,B737,BLR,HYD,Contact,2024-07-23 11:00,2024-07-23 11:46,46,2024-07-23 11:14,1,17,26,19,20,12,6,9454,11.2,1,0,0,11,11,8.5,86.7,6,48.4,75.5,13,Rain,5.2,46.4,3.8,1,12,44.8,82.0,99.2,105,2024-07-23 12:59,59
FL000126,SpiceJet,International,A320,CCU,BLR,Contact,2024-12-11 12:00,2024-12-11 13:03,63,2024-12-11 11:50,6,25,26,10,11,22,6,9844,10.7,1,0,1,10,10,1.9,84.1,6,45.5,93.1,14,Clear,12.1,14.5,0.4,0,0,49.7,46.3,37.0,130,2024-12-11 14:00,67
FL000127,British,Domestic,B777,CCU,MAA,Contact,2024-09-14 19:45,2024-09-14 21:14,89,2024-09-14 20:01,0,37,43,52,27,16,6,16518,13.7,2,0,0,16,13,8.8,100.0,4,31.1,94.7,7,Rain,4.3,34.7,3.2,0,0,84.2,71.9,58.6,153,2024-09-14 22:34,64
FL000128,Lufthansa,International,A320,MAA,SIN,Remote,2024-04-22 13:00,2024-04-22 13:57,57,2024-04-22 12:58,0,18,14,19,6,18,10,7700,7.5,1,1,0,5,4,5.2,100.0,6,52.8,98.4,16,Cloudy,27.7,9.8,2.5,0,0,47.3,99.5,58.1,100,2024-04-22 14:38,43
FL000129,AI,International,A321,HYD,BLR,Remote,2024-08-27 09:30,2024-08-27 10:43,73,2024-08-27 09:20,4,21,18,17,14,31,15,9784,9.2,1,0,0,9,9,5.4,80.0,2,30.0,98.0,8,Cloudy,17.4,23.6,1.2,0,0,59.4,36.8,64.0,121,2024-08-27 11:21,48
FL000130,Vistara,International,B777,DEL,DOH,Contact,2024-05-28 20:15,2024-05-28 22:16,121,2024-05-28 20:19,0,35,41,45,27,26,9,13965,16.1,2,0,0,12,12,8.6,87.1,3,30.0,98.0,7,Rain,7.3,47.6,3.8,0,0,89.0,68.0,57.0,155,2024-05-28 22:54,34
FL000131,SpiceJet,International,A321,DOH,FRA,Contact,2024-03-22 10:15,2024-03-22 11:22,67,2024-03-22 10:35,10,19,31,29,16,14,9,11168,11.6,1,0,0,6,4,2.2,100.0,4,32.3,99.3,11,Clear,16.4,27.8,2.5,0,0,43.8,54.0,74.3,121,2024-03-22 12:36,54
FL000132,IndiGo,Domestic,A320,HYD,DEL,Remote,2024-10-11 18:00,2024-10-11 18:40,40,2024-10-11 18:21,0,18,21,22,13,14,7,5073,6.1,1,0,0,7,7,7.3,87.8,2,30.0,90.8,4,Clear,10.6,4.4,0.5,0,0,43.2,70.0,87.6,90,2024-10-11 19:51,50
FL000133,AI,International,B787,SIN,BOM,Contact,2024-05-04 19:00,2024-05-04 20:50,110,2024-05-04 19:07,5,30,33,42,22,32,9,11629,12.3,2,0,0,17,16,10.0,86.5,6,40.2,93.2,15,Cloudy,8.3,6.3,1.4,0,0,78.2,88.3,63.5,144,2024-05-04 21:31,34
FL000134,IndiGo,Domestic,A321,MAA,HYD,Contact,2024-08-27 20:15,2024-08-27 21:02,47,2024-08-27 20:15,3,22,28,16,17,5,9,8036,6.7,1,0,0,5,5,8.7,78.6,5,49.0,98.4,13,Fog,2.5,13.2,4.1,0,0,45.6,43.1,84.2,99,2024-08-27 21:54,52
FL000135,United,Domestic,A320,BOM,CCU,Contact,2024-03-25 18:30,2024-03-25 19:20,50,2024-03-25 18:20,4,18,14,20,13,11,7,7408,8.1,1,0,0,8,8,4.6,87.4,9,77.9,99.6,21,Fog,2.8,20.8,6.3,0,0,41.0,43.0,75.0,92,2024-03-25 19:52,42
FL000136,IndiGo,Domestic,A320,MAA,BOM,Contact,2024-09-28 18:30,2024-09-28 19:16,46,2024-09-28 18:46,1,19,16,14,6,5,8,6799,6.4,1,0,0,4,4,7.1,89.2,5,44.9,97.3,10,Cloudy,19.6,16.7,0.0,0,0,45.0,67.8,74.1,66,2024-09-28 19:52,20
FL000137,Vistara,Domestic,A321,BLR,DEL,Contact,2024-01-14 08:00,2024-01-14 08:57,57,2024-01-14 08:06,0,16,19,24,16,14,7,13303,12.1,2,0,0,6,3,8.7,100.0,6,54.3,90.8,15,Clear,10.6,11.5,0.0,0,0,53.0,64.6,67.2,83,2024-01-14 09:29,26
FL000138,Qatar,International,A320,HYD,ORD,Contact,2024-10-18 21:30,2024-10-18 22:25,55,2024-10-18 21:34,8,18,26,22,15,16,12,5095,5.3,1,0,0,6,6,4.2,90.5,9,76.6,92.6,18,Clear,12.3,20.2,0.0,0,0,44.3,64.2,76.2,106,2024-10-18 23:20,51
FL000139,SpiceJet,International,B787,DOH,ORD,Contact,2024-06-16 17:30,2024-06-16 19:17,107,2024-06-16 17:32,4,37,23,36,28,40,14,16410,17.4,2,1,0,16,16,6.2,80.0,4,34.9,95.5,8,Fog,2.9,11.6,4.9,0,0,75.0,67.8,74.1,171,2024-06-16 20:23,64
FL000140,United,International,A321,HYD,CCU,Contact,2024-05-11 14:00,2024-05-11 15:01,61,2024-05-11 14:20,0,20,21,34,9,20,12,5307,6.1,1,0,0,8,8,6.8,75.6,7,53.1,93.5,18,Clear,20.1,20.5,1.1,0,0,44.2,93.7,60.8,112,2024-05-11 16:12,51
FL000141,United,Domestic,B787,BOM,CCU,Contact,2024-08-23 20:45,2024-08-23 22:11,86,2024-08-23 21:03,1,39,35,37,26,24,8,15654,14.0,2,0,0,15,15,7.1,82.4,1,30.0,98.9,3,Storm,1.9,75.9,8.1,0,0,78.5,65.0,60.6,147,2024-08-23 23:30,61
FL000142,IndiGo,Domestic,A320,CCU,BLR,Remote,2024-09-30 14:00,2024-09-30 14:54,54,2024-09-30 14:22,1,22,24,24,23,10,5,7420,7.5,1,0,0,9,8,3.1,95.7,5,39.7,87.5,10,Cloudy,16.0,0.0,2.4,0,0,41.3,65.3,63.1,105,2024-09-30 16:07,51
FL000143,Vistara,International,B737,LHR,HYD,Remote,2024-06-14 17:00,2024-06-14 18:04,64,2024-06-14 17:18,0,19,13,29,22,15,14,6008,6.1,1,0,0,6,6,3.9,80.6,4,34.4,93.4,10,Clear,17.3,6.8,0.9,0,0,47.3,38.1,70.7,92,2024-06-14 18:50,28
FL000144,IndiGo,Domestic,B777,DEL,CCU,Contact,2024-12-06 10:00,2024-12-06 11:39,99,2024-12-06 10:02,2,36,37,38,23,20,9,16664,16.3,2,1,1,18,18,5.7,84.2,1,30.0,95.5,6,Clear,27.4,15.0,0.0,0,0,91.9,71.8,57.2,150,2024-12-06 12:32,51
FL000145,IndiGo,International,B777,DOH,BOM,Contact,2024-04-05 17:00,2024-04-05 18:52,112,2024-04-05 17:00,4,33,39,49,22,35,5,15994,12.9,2,1,0,13,13,10.7,89.1,2,30.0,99.2,8,Fog,2.4,21.5,4.8,0,0,88.0,44.6,54.4,164,2024-04-05 19:44,52
FL000146,AI,International,B737,DEL,BLR,Remote,2024-11-12 10:15,2024-11-12 11:18,63,2024-11-12 10:20,0,25,5,26,16,13,9,4868,5.0,1,1,0,8,8,9.7,85.7,7,52.1,99.3,16,Clear,25.2,11.8,0.0,0,0,38.7,55.3,47.6,93,2024-11-12 11:53,30
FL000147,Emirates,International,A350,ORD,FRA,Remote,2024-09-11 14:00,2024-09-11 15:51,111,2024-09-11 14:06,2,39,44,43,21,36,7,17111,15.9,2,1,0,15,15,5.6,91.2,6,48.9,99.3,11,Cloudy,28.6,12.3,0.3,1,34,84.6,62.1,55.2,206,2024-09-11 17:32,95
FL000148,Vistara,Domestic,A320,HYD,BLR,Contact,2024-06-25 21:00,2024-06-25 21:48,48,2024-06-25 21:19,0,20,24,27,11,10,9,11247,9.5,1,0,0,7,7,6.0,77.3,4,30.0,92.5,10,Storm,0.9,73.1,8.4,0,0,45.3,61.0,95.1,96,2024-06-25 22:55,48
FL000149,AI,International,B737,LHR,DOH,Contact,2024-01-30 08:30,2024-01-30 09:26,56,2024-01-30 08:37,3,14,16,16,19,21,13,12527,13.7,2,1,0,6,6,1.1,78.6,4,32.0,98.6,7,Rain,7.6,28.6,3.6,1,27,53.6,64.7,48.3,129,2024-01-30 10:46,73
FL000150,IndiGo,Domestic,A350,CCU,BOM,Contact,2024-12-13 19:30,2024-12-13 20:58,88,2024-12-13 19:36,3,34,39,47,27,22,5,15774,17.2,2,0,0,16,16,6.9,81.4,6,48.7,92.0,10,Clear,25.4,24.6,0.7,1,10,79.6,56.6,72.0,150,2024-12-13 22:06,62
FL000151,Lufthansa,International,A320,BOM,BOM,Remote,2024-01-03 11:30,2024-01-03 12:34,64,2024-01-03 11:43,2,22,23,24,5,13,12,11353,13.2,2,0,0,9,6,3.2,100.0,7,58.4,92.2,18,Clear,24.9,14.4,0.4,0,0,41.5,76.5,60.6,134,2024-01-03 13:57,70
FL000152,IndiGo,Domestic,A320,CCU,DEL,Contact,2024-12-26 12:45,2024-12-26 13:27,42,2024-12-26 12:59,3,25,25,26,15,10,9,6817,5.6,1,0,0,8,5,6.7,100.0,2,30.0,99.3,4,Clear,17.5,8.7,2.1,0,0,46.4,70.0,53.1,104,2024-12-26 14:43,62
FL000153,AI,Domestic,A320,CCU,DEL,Contact,2024-05-07 06:45,2024-05-07 07:38,53,2024-05-07 06:42,3,29,25,20,13,12,6,7138,6.5,1,1,0,7,5,9.0,100.0,9,67.9,71.4,22,Cloudy,18.6,24.5,0.0,0,0,54.9,47.8,94.4,114,2024-05-07 08:36,61
FL000154,Vistara,Domestic,B737,DEL,BLR,Remote,2024-12-10 10:30,2024-12-10 11:21,51,2024-12-10 10:31,7,18,23,18,17,16,6,10798,11.4,1,0,0,5,5,6.1,84.5,6,46.5,88.4,11,Fog,1.7,24.2,5.7,0,0,46.0,90.7,59.4,94,2024-12-10 12:05,43
FL000155,United,International,A321,LHR,BLR,Contact,2024-08-05 09:45,2024-08-05 10:52,67,2024-08-05 09:39,5,24,27,17,14,6,9,10837,12.4,2,0,0,12,12,2.7,90.9,7,57.5,87.1,14,Cloudy,24.5,29.3,2.5,0,0,47.1,55.4,59.8,103,2024-08-05 11:22,36
FL000156,IndiGo,Domestic,A320,MAA,HYD,Contact,2024-08-31 16:45,2024-08-31 17:33,48,2024-08-31 16:44,5,15,22,20,26,12,6,9751,8.4,1,0,0,7,7,10.0,88.4,5,39.4,99.2,13,Rain,3.4,21.9,1.8,0,0,49.9,70.7,54.4,81,2024-08-31 18:05,33
FL000157,Qatar,Domestic,B737,HYD,BLR,Remote,2024-11-26 07:30,2024-11-26 08:14,44,2024-11-26 07:55,0,16,13,19,14,10,9,9600,8.6,1,1,0,8,6,7.6,100.0,5,44.4,99.4,14,Rain,3.1,38.1,0.4,0,0,40.9,62.0,78.9,90,2024-11-26 09:25,46
FL000158,Singapore,Domestic,B737,BOM,DEL,Contact,2024-01-01 17:45,2024-01-01 18:36,51,2024-01-01 18:03,0,11,20,17,17,9,9,9196,9.4,1,0,0,9,9,10.1,91.1,6,40.2,97.3,16,Cloudy,15.5,14.0,2.3,0,0,39.2,60.8,72.2,82,2024-01-01 19:25,31
FL000159,IndiGo,International,A320,DOH,MAA,Contact,2024-09-19 10:30,2024-09-19 11:35,65,2024-09-19 10:47,0,20,18,30,18,13,8,9263,7.9,1,0,0,10,10,5.2,89.7,1,30.0,99.6,6,Rain,5.4,41.9,5.7,0,0,37.6,51.5,59.8,108,2024-09-19 12:35,43
FL000160,Singapore,International,A321,BLR,HYD,Remote,2024-04-09 09:00,2024-04-09 10:04,64,2024-04-09 09:19,15,26,22,28,22,17,12,10275,9.2,1,0,0,7,7,7.2,89.1,10,80.1,94.2,19,Clear,20.5,17.5,1.8,0,0,36.0,48.2,57.7,136,2024-04-09 11:35,72
FL000161,SpiceJet,International,B737,MAA,DEL,Contact,2024-08-01 16:30,2024-08-01 17:27,57,2024-08-01 16:20,2,17,12,29,8,17,10,10221,10.6,1,0,0,10,10,5.8,80.3,9,78.7,94.1,22,Rain,7.0,28.9,3.7,0,0,43.9,76.3,88.1,121,2024-08-01 18:21,64
FL000162,Emirates,International,A330,HYD,DOH,Contact,2024-11-01 15:00,2024-11-01 16:47,107,2024-11-01 15:04,0,28,22,34,32,30,12,12490,11.8,1,0,0,11,11,7.1,84.3,6,47.1,97.6,10,Storm,0.5,90.1,8.3,0,0,89.8,61.2,64.8,129,2024-11-01 17:13,22
FL000163,Emirates,Domestic,B777,DEL,BLR,Contact,2024-10-28 19:00,2024-10-28 20:33,93,2024-10-28 19:10,2,35,49,48,28,20,8,16616,17.4,2,0,1,15,15,3.0,86.3,5,30.0,98.2,12,Fog,2.4,0.5,3.9,0,0,86.3,57.0,57.0,169,2024-10-28 21:59,76
FL000164,Vistara,Domestic,B787,HYD,BOM,Contact,2024-10-05 12:15,2024-10-05 13:32,77,2024-10-05 12:10,3,32,37,35,28,17,10,15832,15.4,2,0,0,17,17,4.3,81.5,3,30.0,85.4,5,Rain,3.4,34.4,2.3,1,5,82.4,54.3,62.1,143,2024-10-05 14:33,66
